Release Date,Movie Title,Profit Amount
7/9/1999,Arlington Road,2862501
12/20/1996,My Fellow Americans,794341
6/22/2012,To Rome with Love,-4815648
11/16/2012,Silver Linings Playbook,111092958
6/30/1999,South Park: Bigger Longer & Uncut,31037603
6/18/1982,Firefox,24785720
4/16/2010,Death at a Funeral,21739347
3/19/1993,Teenage Mutant Ninja Turtles III,21273609
9/14/2001,Hardball,19222729
11/5/2010,For Colored Girls,16729698
1/5/2007,Freedom Writers,15605602
10/11/2002,The Transporter,4296447
3/14/2008,Never Back Down,3850922
12/9/2011,Tinker Tailor Soldier Spy,3149393
11/5/1999,The Bachelor,731001
3/12/1999,The Rage: Carrie 2,-3242913
8/1/2008,Swing Vote,-4710133
6/5/2009,Away We Go,-11548054
9/27/2002,Moonlight Mile,-14169043
5/6/2011,The Beaver,-20029184
10/22/1999,Molly,-20982604
4/23/1999,eXistenZ,-17859583
7/23/1982,The Best Little Whorehouse in Texas,49201637
8/11/2006,Pulse,-235564
6/12/1981,Raiders of the Lost Ark,228159971
11/13/1991,Beauty and the Beast,198951625
11/20/1992,Home Alone 2: Lost in New York,150004045
11/16/1977,Close Encounters of the Third Kind,146000000
5/20/1987,Beverly Hills Cop II,132932902
7/19/2013,The Conjuring,117400141
3/7/2003,Bringing Down the House,112675402
2/14/1991,The Silence of the Lambs,104507594
2/14/1992,Wayne's World,99352584
10/15/2010,Jackass 3D,97229692
6/16/1978,Jaws 2,82922376
10/3/2008,Beverly Hills Chihuahua,74514402
7/2/2014,Tammy,64525432
11/16/2011,The Descendants,62624961
1/21/2005,Are We There Yet?,62301521
10/3/2003,School of Rock,61261177
4/13/2007,Disturbia,60106701
8/18/1995,Mortal Kombat,50423929
6/23/2004,White Chicks,49148997
4/24/2009,Obsessed,48261644
4/18/2003,Holes,47383924
6/29/2012,Tyler Perry's Madea's Witness Protection,45653242
3/31/2010,The Last Song,42950384
4/2/2010,Why Did I Get Married Too?,40095852
10/18/2013,12 Years a Slave,36671993
12/13/2002,Drumline,36398162
12/7/1990,Edward Scissorhands,33976987
12/25/2014,Selma,32076908
12/12/1980,Popeye,29823037
2/17/2006,Date Movie,28548426
2/15/2002,Peter Pan: Return to Neverland,28423368
2/14/2003,The Jungle Book 2,27901582
3/16/2007,Premonition,27852604
2/4/2005,Boogeyman,26363118
2/11/2000,The Tigger Movie,25542421
6/26/2015,Max,22652003
3/21/2008,Meet the Browns,21975388
7/24/2009,Orphan,21596251
1/26/2007,Epic Movie,19739367
9/19/2008,Lakeview Terrace,19263506
10/13/2006,The Grudge 2,19143839
5/14/1982,Conan the Barbarian,18264085
8/14/1998,How Stella Got Her Groove Back,17672350
7/19/1991,Bill & Ted's Bogus Journey,17537675
10/13/2006,Man of the Year,17442180
8/18/2010,Vampires Suck,16661504
12/21/1979,The Black Hole,15841901
9/1/2010,The American,15606376
3/21/1997,Selena,15422828
11/4/2011,A Very Harold & Kumar 3D Christmas,15061031
3/19/2004,Eternal Sunshine of the Spotless Mind,14366518
1/4/2013,Texas Chainsaw 3D,14341945
10/27/2006,Babel,14302837
9/19/2014,This is Where I Leave You,14296320
12/12/2008,Doubt,13446470
10/15/2004,Team America: World Police,12774834
4/12/2013,Scary Movie V,12015787
10/27/1995,Copycat,11925151
11/26/2008,Milk,11841299
10/15/1969,Paint Your Wagon,11678778
3/12/2010,She's Out of My League,11628317
8/31/2011,The Debt,11177548
10/25/2002,Ghost Ship,10113491
1/8/2010,Daybreakers,10101577
3/7/2008,The Bank Job,10060660
3/20/1998,Wild Things,9753944
10/16/2009,The Stepfather,9062561
3/31/2000,High Fidelity,7277055
4/28/2006,Stick It,6910736
1/4/2008,One Missed Call,6890041
1/12/1996,Eye for an Eye,6729447
4/11/2008,Street Kings,6415649
8/23/2013,The World's End,6004851
1/19/1996,From Dusk Till Dawn,5728961
9/24/2010,You Again,5702053
9/17/2010,Alpha and Omega 3D,5107267
2/14/2014,Endless Love,3438250
9/8/2006,The Covenant,3342105
7/1/2011,Monte Carlo,3186769
3/24/2006,Stay Alive,3086480
10/7/2005,2 For the Money,2862049
10/19/1990,Quigley Down Under,1413105
12/4/1998,Psycho,1380220
9/27/1995,To Die For,1016710
8/21/2009,Shorts,919166
10/30/1998,Vampires,241395
9/19/2008,Appaloosa,211394
8/13/2004,Yu-Gi-Oh,-237310
3/23/2007,Reign Over Me,-338013
9/19/2008,My Best Friend's Girl,-780750
5/11/2007,Georgia Rule,-1117120
7/31/1981,Under the Rainbow,-1173510
9/21/2007,Into the Wild,-1645644
9/11/1998,Simon Birch,-1747316
4/12/1985,Ladyhawke,-1751121
2/11/2005,Pooh's Heffalump Movie,-1901567
9/29/2006,School for Scoundrels,-2192431
10/26/2012,Silent Hill: Revelation 3D,-2469781
11/3/1995,Home for the Holidays,-2575651
2/20/2009,Fired Up,-2768709
4/8/2005,Kung Fu Hustle,-2895331
7/26/2002,The Country Bears,-3011004
11/21/2003,21 Grams,-3751299
12/4/2009,Armored,-4011124
12/14/2007,The Kite Runner,-4199922
9/3/2004,Paparazzi,-4287928
1/17/2003,A Guy Thing,-4456138
2/15/1965,The Greatest Story Ever Told,-4526667
7/21/2000,Loser,-4535974
3/6/1998,Twilight,-4969268
9/23/2009,Capitalism: A Love Story,-5636603
4/13/2012,Lockout,-5673135
8/29/2008,Disaster Movie,-5809099
9/30/2011,What's Your Number?,-5988916
11/14/1997,The Man Who Knew Too Little,-6198245
4/17/2009,Crank 2: High Voltage,-6315751
4/30/2004,Envy,-6451678
10/13/2006,One Night with the King,-6604039
9/19/2008,Ghost Town,-6747359
10/21/1994,Bullets Over Broadway,-6797013
11/22/2002,The Quiet American,-7012353
10/28/2005,The Weather Man,-7517225
8/23/2002,Undisputed,-7601372
3/27/2009,12 Rounds,-7765306
10/1/2010,Let Me In,-7865065
5/6/1994,3 Ninjas Kick Back,-8255040
2/22/2008,Be Kind Rewind,-8824836
12/9/2005,Mrs. Henderson Presents,-8963634
10/22/1999,Three to Tango,-9429625
12/12/1997,Deconstructing Harry,-9430929
12/15/1989,We're No Angels,-9444652
12/6/1996,Everyone Says I Love You,-10285518
8/31/2007,Death Sentence,-10465742
12/4/2009,Everybody's Fine,-10791124
8/27/2004,Super Babies: Baby Geniuses 2,-10890678
9/20/2013,Battle of the Year,-11111645
8/17/2007,Death at a Funeral,-11419572
9/9/2005,The Man,-11669280
1/5/2007,Code Name: The Cleaner,-11864976
4/16/2004,Connie & Carla,-11952475
10/11/2013,Machete Kills,-11991839
1/1/1969,Sweet Charity,-12000000
2/24/2006,Doogal,-12421054
9/16/2005,Proof,-12464669
10/3/2008,An American Carol,-12991735
3/14/2003,Willard,-13117304
2/1/2008,Strange Wilderness,-13424718
4/24/2015,Little Boy,-13514039
12/17/1999,Topsy Turvy,-13798243
10/26/2012,Chasing Mavericks,-13997244
12/31/2014,A Most Violent Year,-14250866
11/23/2011,A Dangerous Method,-14297917
7/7/2006,A Scanner Darkly,-14498384
8/14/2009,Bandslam,-14789012
1/28/2005,Alone in the Dark,-14867345
10/29/2004,Birth,-14994101
10/24/2008,Passchendaele,-15547577
10/3/2008,Flash of Genius,-15704095
11/21/2007,I'm Not There,-15982391
9/7/2012,The Cold Light of Day,-16236417
5/15/2009,The Brothers Bloom,-16468244
10/24/2008,Synecdoche New York,-16916462
10/29/1999,Mononoke-hime,-17625893
3/19/2004,Bon Voyage,-17646272
1/1/1980,Can't Stop the Music,-18000000
5/5/2006,The Proposition,-18096566
8/22/2003,Marci X,-18353336
12/6/2002,Equilibrium,-18809982
4/29/2011,Dylan Dog: Dead of Night,-18813462
8/29/2012,The Oogieloves in the BIG Balloon Adventure,-18934093
5/23/2008,The Children of Huang Shi,-18968128
10/20/2000,The Yards,-19117290
12/3/2010,All Good Things,-19417976
3/18/2005,Steamboy,-19531133
4/22/2005,The Game of Their Lives,-19624526
9/11/1994,Rapa Nui,-19694930
12/10/2010,The Tempest,-19722057
3/7/2008,CJ7,-19793322
3/27/1998,Les Couloirs du temps: Les visiteurs 2,-19853928
4/25/2003,People I Know,-19878028
12/31/2008,Koltchak,-20000000
12/31/2012,Zambezia,-20000000
4/13/2010,Three Kingdoms: Resurrection of the Dragon,-20000000
3/31/2004,The Touch,-20000000
5/29/2015,Survivor,-20000000
12/31/2007,Ramanujan,-20000000
12/31/2020,The Story of Bonnie and Clyde,-20000000
11/13/2015,My All-American,-20000000
8/29/2014,Dwegons and Leprechauns,-20000000
12/31/2016,The History of Love,-20000000
12/31/2015,Hands of Stone,-20000000
8/21/2009,Der Baader Meinhof Komplex,-19223730
12/20/2006,The Painted Veil,-11339513
8/23/2013,The Frozen Ground,-19200000
7/29/2011,The Devil's Double,-17738488
7/3/1985,Back to the Future,181132594
11/9/1990,Dances with Wolves,156293948
7/7/2000,Scary Movie,138019771
6/24/2011,Bad Teacher,81292856
1/10/2003,Just Married,37127162
9/15/1989,Sea of Love,34350495
9/11/2009,I Can Do Bad All By Myself,32733921
7/16/2004,A Cinderella Story,32438175
5/23/1980,The Shining,25017374
10/26/2001,Thirteen Ghosts,22867960
10/29/1999,House on Haunted Hill,21846082
2/26/2010,The Crazies,20123589
1/16/2009,Notorious,17843682
8/20/2010,The Switch,8758465
1/8/2010,Leap Year,6918920
11/8/2013,The Book Thief,2488481
10/19/2007,Gone Baby Gone,1300218
7/26/2000,Thomas and the Magic Railroad,-3088668
11/8/1962,Mutiny on The Bounty,-5320000
9/20/2002,Sen to Chihiro no Kamikakushi,-8950114
10/17/2008,Sex Drive,-10597515
1/9/1998,Firestorm,-10958335
3/4/2011,Take Me Home Tonight,-12071932
9/28/2012,Won't Back Down,-13689446
1/1/1964,The Fall of the Roman Empire,-14250000
1/1/1993,The Nutcracker,-16880006
8/16/1996,Kansas City,-17646176
12/31/2013,Out of Inferno,-19000000
6/24/2005,George A. Romero's Land of the Dead,1458940
12/15/2006,Indigènes,-18579300
4/15/2005,The Amityville Horror,46358000
12/6/2002,Adaptation,3998520
10/2/2009,The Invention of Lying,-48749
5/22/1998,Fear and Loathing in Las Vegas,-7937613
7/4/2008,Ne le dis à personne,-12301117
2/2/2001,Left Behind,-14278659
5/9/2014,Neighbors,132086800
11/3/2006,Borat,110505958
7/29/1994,The Mask,101874149
6/3/1988,Big,95327971
7/13/2001,Legally Blonde,78493426
4/30/2004,Mean Girls,68047227
9/9/2005,The Exorcism of Emily Rose,57072454
6/1/1984,Star Trek III: The Search for Spock,53273785
12/10/1999,Deuce Bigalow: Male Gigolo,47535067
2/6/2004,Barbershop 2: Back in Business,47070412
12/16/2005,The Family Stone,42062868
11/26/2003,Bad Santa,42060328
6/12/1987,Predator,38072497
5/2/1997,Austin Powers: International Man of Mystery,35868030
3/25/2011,Diary of a Wimpy Kid: Rodrick Rules,34698535
9/19/1984,Amadeus,33564280
4/11/2008,Prom Night,25869350
4/8/2011,Soul Surfer,25853424
9/26/2003,Under the Tuscan Sun,25601508
10/17/2014,Birdman or (The Unexpected Virtue of Ignorance),24340598
12/26/2001,Gosford Park,23300105
1/11/2002,Orange County,23059716
10/10/1986,Peggy Sue Got Married,20948832
7/26/2013,Blue Jasmine,15404871
4/28/2006,United 93,13483450
12/5/2003,Honey,12272254
10/14/2005,The Fog,11511112
5/24/1996,Spy Hard,8906039
12/14/1989,Glory,8593580
6/29/1984,Conan the Destroyer,8365298
6/24/1970,Catch-22,6911670
4/10/2009,Observe and Report,6007324
11/14/1980,Raging Bull,5380203
9/18/2009,Love Happens,4965110
9/25/2009,Fame,4455510
11/5/2010,127 Hours,335230
12/4/1985,Young Sherlock Holmes,106539
5/12/2000,Center Stage,-799075
5/19/2000,Small Time Crooks,-928770
2/6/2004,Catch That Kid,-1296201
8/16/2013,Jobs,-1868590
10/26/2001,Life as a House,-2347363
1/8/2010,Youth in Revolt,-2714412
7/25/2014,And So It Goes,-2839199
7/10/2009,I Love You Beth Cooper,-3199275
7/24/1981,Blow Out,-4252766
3/30/2001,Tailor of Panama,-4508347
5/22/1981,The Legend of the Lone Ranger,-4600000
1/31/2014,Labor Day,-4628472
8/30/2013,Getaway,-7498062
9/26/1997,The Ice Storm,-10162368
10/15/2004,Being Julia,-10260951
3/22/1989,Troop Beverly Hills,-10809495
2/21/1986,Nine 1/2 Weeks,-11265156
1/15/2010,The Last Station,-11382133
6/26/1981,Dragonslayer,-12061000
9/30/1994,Ed Wood,-12244024
6/6/2008,Mongol,-12294239
10/8/2008,RocknRolla,-12299374
6/25/1982,Megaforce,-12324401
8/20/2010,Mao's Last Dancer,-13193250
4/11/2014,The Railway Man,-13561562
12/25/1996,Hamlet,-13585465
12/29/1995,Restoration,-14098262
9/27/2013,Metallica Through the Never,-14580033
9/19/2003,Anything Else,-14796956
2/23/1996,Unforgettable,-15516210
12/30/2009,Das Weisse Band: Eine deutsche Kindergeschichte,-15777138
3/1/2013,Phantom,-16965411
4/26/2002,The Salton Sea,-17323302
4/24/2009,The Informers,-17685000
9/24/1999,One Man's Hero,-17770689
10/15/2010,Carlos,-17854474
9/22/2006,Renaissance,-17929356
12/31/2008,I Come with the Rain,-18000000
4/8/2008,Day of the Dead,-18000000
8/22/2014,The Prince,-18000000
11/14/2014,Wolves,-18000000
12/31/2016,I Am Wrath,-18000000
12/31/2016,Trainspotting Sequel,-18000000
6/28/1985,Red Sonja,-10994139
7/13/2012,Red Lights,-17650479
8/17/2007,Superbad,103963226
2/20/2009,Madea Goes To Jail,73008336
2/14/2008,Step Up 2 the Streets,40517783
12/16/2005,Hoodwinked,33721667
11/21/2007,Hitman,22187694
12/22/2004,Hotel Rwanda,6019128
8/25/2006,Beerfest,1685184
11/27/2013,Black Nativity,-10481812
4/25/2003,City of Ghosts,-17174509
8/10/2001,The Others,79522687
7/18/1986,Aliens,68160248
8/13/2014,Let’s Be Cops,65390774
10/17/1997,I Know What You Did Last Summer,55219395
10/22/1964,My Fair Lady,55000000
10/22/2004,Sideways,54502303
11/15/2013,The Best Man Holiday,53525195
2/13/2009,Friday the 13th,48002019
9/28/2012,Pitch Perfect,48001093
8/5/1998,Halloween: H2O,38004135
4/5/2013,Evil Dead,37239856
8/27/2004,Jet Li's Hero,36652140
10/29/2010,Saw 3D,28710178
2/20/2015,McFarland USA,27480275
3/10/2006,The Hills Have Eyes,24778863
3/1/2002,40 Days and 40 Nights,20939782
10/10/2003,Good Boy!,20654781
1/26/2007,Smokin' Aces,18662731
10/2/1998,A Night at the Roxbury,13324946
3/4/2011,Beastly,10865571
3/5/2010,Brooklyn's Finest,10163593
7/9/1982,Tron,9918576
8/20/2010,Lottery Ticket,7719879
9/5/2003,Dickie Roberts: Former Child Star,5734486
3/31/2006,ATL,4170563
8/24/2001,Summer Catch,2693891
12/11/1998,A Simple Plan,-688237
3/24/2006,Larry the Cable Guy: Health Inspector,-1319901
11/27/2002,Wes Craven Presents: They,-4159158
10/1/1999,The Adventures of Elmo in Grouchland,-5365542
7/24/1987,Superman IV: The Quest for Peace,-5772176
1/1/1963,55 Days at Peking,-7000000
6/5/2009,My Life in Ruins,-8334794
4/21/2006,American Dreamz,-9843275
1/25/2008,How She Move,-9929359
2/24/2006,Running Scared,-10144863
8/24/2012,The Apparition,-12063181
4/30/2004,Bobby Jones: Stroke of Genius,-14305929
8/29/1986,Shanghai Surprise,-14685000
12/25/2010,L'illusionniste,-14768526
1/1/1981,Roar,-14889950
10/17/2003,Veronica Guerin,-15430082
11/14/2007,Southland Tales,-16724620
6/26/2015,Escobar: Paradise Lost,-16804208
6/23/2009,Chasseurs de dragons,-17000000
10/21/1977,Damnation Alley,-17000000
11/10/2006,FUR: An Imaginary Portrait of Diane Arbus,-16576798
11/27/1991,My Girl,41511485
12/11/1987,Wall Street,27348100
12/11/1995,Sense and Sensibility,26475897
8/18/2006,The Illusionist,23368642
8/3/2007,Becoming Jane,2163911
12/19/2003,House of Sand and Fog,-3494515
9/21/2007,Sydney White,-4797910
12/31/2007,Arn - Tempelriddaren,-16500000
6/2/1989,Dead Poets' Society,77926915
12/16/1994,Dumb & Dumber,111140750
7/14/1989,When Harry Met Sally…,75744616
5/19/2000,Road Trip,52525609
12/8/1982,The Verdict,37977250
1/15/1999,Varsity Blues,36894169
5/25/2012,Moonrise Kingdom,29512466
11/25/2011,The Artist,28667095
1/9/2009,The Unborn,26670410
8/2/2002,The Master of Disguise,24363530
10/6/2006,The Texas Chainsaw Massacre: The Beginning,23517763
12/29/2006,El Laberinto del Fauno,21634615
2/4/2011,The Roommate,21300107
2/2/2007,The Messengers,19374833
3/2/2001,See Spot Run,17357476
8/9/1991,Double Impact,13090445
6/27/2001,Baby Boy,12734552
4/11/2001,Joe Dirt,11087695
9/12/2008,The Women,10902075
4/20/2007,Hot Fuzz,7618786
8/15/2008,Vicky Cristina Barcelona,7216709
6/16/2000,Boys and Girls,4773721
11/18/1994,Léon,3284974
3/12/2010,Remember Me,3068240
10/11/2002,White Oleander,357770
9/18/2009,Jennifer's Body,204793
3/3/2000,Drowning Mona,-572808
1/30/1987,Radio Days,-1207221
7/18/2003,How to Deal,-1891482
10/3/2014,Left Behind,-1980076
5/28/2004,Soul Plane,-2077789
12/9/1988,My Stepmother Is an Alien,-2146000
6/29/2012,People Like Us,-3568208
5/28/1999,The Thirteenth Floor,-4189146
9/3/2004,The Cookout,-4459888
1/1/1979,Meteor,-7600000
3/7/1986,Highlander,-10100000
5/3/2002,Hollywood Ending,-11160617
9/15/2000,Duets,-11265765
8/13/1999,Detroit Rock City,-11782885
10/19/2007,Things We Lost in the Fire,-12712685
11/14/2014,The Homesman,-13570011
4/5/2013,Trance,-13677407
8/15/1997,Steel,-14313571
12/21/2005,The White Countess,-14333738
12/31/2008,Bienvenue chez les Ch'tis,-14522350
9/24/2010,Enter the Void,-15662003
12/31/2008,Good,-15968369
11/2/2012,Vamps,-15996639
3/9/2010,Hachiko: A Dog's Story,-16000000
12/31/2013,Zulu,-16000000
1/1/1972,High Plains Drifter,0
6/21/2002,Juwanna Mann,-2028183
6/8/2007,La Môme,-5200218
11/15/2002,Ararat,-13807000
4/13/2007,Slow Burn,-14262385
4/22/2005,Madison,-14982738
2/26/2010,The Yellow Handkerchief,-15181377
9/27/2002,Wasabi,-15218475
3/31/2006,Slither,-7447550
11/16/1990,Home Alone,262504018
12/5/1984,Beverly Hills Cop,214909722
5/16/1986,Top Gun,164800601
12/17/1982,Tootsie,161188774
11/25/1987,3 Men and a Baby,149016972
11/26/2010,The King’s Speech,123797449
9/15/1999,American Beauty,115058047
12/8/2000,Crouching Tiger Hidden Dragon,113067808
12/9/1988,Twins,96936388
12/20/1996,Scream,88001286
10/25/2013,Jackass Presents: Bad Grandpa,87003019
12/18/1985,The Color Purple,78589701
11/28/2014,The Imitation Game,76125143
3/30/1988,Beetle Juice,58326666
11/18/1959,Ben-Hur,58000000
1/18/2013,Mama,56628180
10/10/1980,Private Benjamin,54847348
3/7/1980,Coal Miner's Daughter,52182787
3/19/2010,Diary of a Wimpy Kid,49003625
3/6/1987,Lethal Weapon,44932279
8/31/2007,Halloween,43269151
9/30/2006,The Queen,41441711
10/12/2007,Why Did I Get Married?,40204525
2/3/2012,The Woman in Black,39333290
12/21/1994,Little Women,35003303
1/1/1979,The Deer Hunter,35000000
2/3/2006,When a Stranger Calls,32860214
2/8/2002,Big Fat Liar,32811275
8/15/1997,Cop Land,29810734
12/25/1997,Wag the Dog,28022524
2/22/2013,Snitch,27930462
5/2/2003,The Lizzie McGuire Movie,27672630
9/21/2012,End of Watch,26003371
12/25/1998,The Faculty,25064955
6/9/1993,What's Love Got to Do With It,24100956
12/14/2001,Not Another Teen Movie,22882551
12/3/2014,Wild,22880356
12/16/1962,Lawrence of Arabia,22495385
11/7/2014,The Theory of Everything,20893537
9/16/2011,Drive,20060689
3/31/2000,The Skulls,20007180
10/10/1966,Hawaii,19562222
4/18/2003,Malibu's Most Wanted,19308901
9/4/2009,All About Steve,18862903
4/28/2000,Where the Heart Is,18771174
8/28/2009,Halloween 2,18392973
3/13/2009,The Last House on the Left,17752215
2/18/2005,Because of Winn-Dixie,17645546
4/22/2009,Earth,17011576
2/4/2005,The Wedding Date,16585300
9/25/1987,The Princess Bride,15857000
7/12/2002,Halloween: Resurrection,15259652
12/25/2007,The Great Debaters,15226144
8/22/2014,When the Game Stands Tall,15127963
6/12/1981,Clash of the Titans,15000000
2/20/2004,Confessions of a Teenage Drama Queen,14302097
4/17/1998,The Object of my Affection,14106737
5/11/2007,28 Weeks Later,13637507
4/11/1997,Grosse Pointe Blank,13073151
4/21/2000,Love and Basketball,12441122
10/27/2000,Book of Shadows: Blair Witch 2,11421314
10/10/1997,Boogie Nights,11384919
7/23/2010,Ramona and Beezus,11167002
8/27/2014,The November Man,10018119
5/3/1996,The Craft,9703049
12/28/2005,Match Point,8089926
11/5/1993,The Remains of the Day,7954968
9/22/2000,Urban Legends: Final Cut,6468807
3/29/2013,The Place Beyond the Pines,6403519
10/20/2006,Flicka,6000147
3/23/2007,The Hills Have Eyes II,5804166
1/15/1993,Nowhere to Run,5570994
12/22/2010,Country Strong,5218921
10/11/2002,Tuck Everlasting,4161999
10/13/2006,The Marine,3844784
3/6/1998,The Big Lebowski,2439163
7/24/1998,Disturbing Behavior,2411331
7/25/2014,A Most Wanted Man,2237855
6/26/2009,The Hurt Locker,2017811
1/28/2000,Eye of the Beholder,1500786
11/2/2012,The Man with the Iron Fists,634090
5/11/1984,Firestarter,136870
11/30/2012,Killing Them Softly,-54459
4/20/2001,Freddy Got Fingered,-750995
8/19/2011,One Day,-1156229
6/25/2004,De-Lovely,-1662701
10/2/2009,Whip It,-1956637
1/23/2008,U2 3D,-2101153
9/1/2000,Highlander: Endgame,-2198810
1/11/2008,The Pirates Who Don't Do Anything: A VeggieTales Movie,-2272975
8/25/2006,Idlewild,-2428815
4/25/2003,Confidence,-2787583
10/11/2002,Knockaround Guys,-3339820
8/27/1999,The Muse,-3385046
4/3/1998,Barney's Great Adventure,-3855482
3/1/1989,New York Stories,-4236531
3/24/2000,Here on Earth,-4505853
11/25/1998,Home Fries,-4556684
10/8/2004,Raise Your Voice,-4588020
12/18/1985,Brazil,-5070865
4/23/1993,The Dark Half,-5420932
3/2/2007,Black Snake Moan,-5603130
2/21/2003,Dark Blue,-5762530
5/10/2013,Peeples,-5822935
6/22/2007,A Mighty Heart,-5823213
9/30/1983,Brainstorm,-6078950
3/24/2000,Whatever it Takes,-6264471
3/21/2003,Boat Trip,-6413624
5/22/2002,The Importance of Being Earnest,-6621859
5/21/1999,The Love Letter,-6723772
5/5/2006,Hoot,-6882363
2/8/2008,In Bruges,-7199175
12/28/2012,Promised Land,-7402102
10/8/2001,Mulholland Drive,-7780422
8/20/2008,The Rocker,-8590472
8/21/2009,Post Grad,-8619981
6/19/2009,Whatever Works,-9693294
7/19/2000,The In Crowd,-9782502
12/14/2005,Los tres entierros de Melquiades Estrada,-9972316
9/24/1999,Jakob the Liar,-10043599
9/28/2007,Se jie,-10395018
10/21/2005,Kiss Kiss Bang Bang,-10764163
4/30/1999,Idle Hands,-10976259
1/26/2007,Blood and Chocolate,-11473412
9/22/2010,You Will Meet a Tall Dark Stranger,-11752184
9/15/2010,Never Let Me Go,-12580270
12/25/2003,The Company,-12718415
7/18/2008,Transsiberian,-12796359
10/22/1999,Crazy in Alabama,-13045798
1/17/1986,The Clan of the Cave Bear,-13046268
6/2/2006,Banlieue 13,-13799784
11/12/1999,Felicia's Journey,-14175705
1/25/2002,Metropolis,-14326586
12/1/1995,Things to Do in Denver when You're Dead,-14470234
2/6/2004,The Return,-14498248
7/25/2003,Buffalo Soldiers,-14646257
4/25/2003,Steal (Canadian Release),-14779056
8/27/2010,Centurion,-14876430
10/23/2009,Ong-Bak 2,-14897542
12/31/1996,Silent Trigger,-14923618
8/1/2008,Midnight Meat Train,-14926452
9/6/2013,Winnie Mandela,-14938153
11/4/2011,The Son of No One,-14969320
10/25/2002,All the Queen's Men,-14977277
10/5/2007,The Good Night,-14977559
12/6/2013,Khumba,-15000000
10/16/2015,Nie yin niang,-15000000
12/31/2008,Bathory,-15000000
12/31/2005,Dungeons & Dragons: Wrath of the Dragon God,-15000000
10/10/2014,Automata,-15000000
9/1/2015,Broken Horses,-15000000
6/29/2001,Pandaemonium,-15000000
2/5/2010,Shinjuku Incident,-15000000
11/13/2015,Heist,-15000000
2/12/1993,Groundhog Day,53904696
7/1/2015,Magic Mike XXL,51513057
11/1/1996,Romeo+Juliet,31838728
7/22/2011,Elle s'appelait Sarah,-6808300
6/5/2015,Freedom,-14500000
8/7/1992,Unforgiven,84762710
1/27/2006,Manderlay,-14125795
3/23/1990,Pretty Woman,161119672
9/18/1987,Fatal Attraction,134453989
11/12/2008,Slumdog Millionaire,127319928
12/17/1974,Towering Inferno,102000000
5/25/1988,Crocodile Dundee 2,95306210
12/20/1989,Born on the Fourth of July,51441414
10/1/1993,Cool Runnings,49924600
1/12/2007,Stomp the Yard,47356221
1/16/2009,My Bloody Valentine,37545952
8/31/2012,The Possession,35130588
10/22/1982,First Blood,33212904
7/13/1977,The Spy Who Loved Me,32800000
9/25/1998,Urban Legend,24048637
12/9/1981,Taps,21856053
2/24/2012,Tyler Perry's Good Deeds,21025791
1/18/1991,White Fang,20729091
12/21/1988,Dangerous Liaisons,18663833
10/8/1999,Superstar,16628981
12/30/2011,The Iron Lady,15959436
10/4/2002,Jonah: A VeggieTales Movie,11571351
3/8/2002,All About the Benjamins,11482931
7/23/1993,Poetic Justice,11107237
6/17/1977,Exorcist II: The Heretic,11011000
3/12/2010,Our Family Wedding,6249621
10/27/1995,Vampire in Brooklyn,5556475
5/5/2006,An American Haunting,2298046
8/22/2003,My Boss's Daughter,1549702
8/7/2009,A Perfect Getaway,1515460
10/25/1996,Thinner,1171475
8/21/1998,Dead Man on Campus,1062898
5/14/1999,Tea with Mussolini,395874
6/22/1977,New York New York,-200000
5/13/1994,Crooklyn,-975830
4/26/2002,Jason X,-1389269
3/16/2007,I Think I Love My Wife,-1449395
2/20/2015,Hot Tub Time Machine 2,-1685349
11/17/2006,Bobby,-2794099
2/2/2001,Head Over Heels,-3602635
10/26/2012,Fun Size,-4590462
4/23/1999,Lost and Found,-7447745
11/30/2007,Le Scaphandre et le Papillon,-8009925
10/6/2006,Little Children,-8536981
4/21/2000,Gossip,-8891180
3/26/1999,A Walk on the Moon,-9258013
10/27/2006,Catch a Fire,-9700227
9/7/2001,Soul Survivors,-10899350
5/22/2009,Easy Virtue,-11343216
3/31/1995,Jefferson in Paris,-11557458
8/6/2010,Flipped,-12244788
1/1/1978,Caravans,-13000000
6/25/2010,Les herbes folles,-13596048
1/24/2003,Amen,-13725701
9/26/2008,The Lucky Ones,-13733033
9/30/2011,Margaret,-13952815
10/27/2009,Stan Helsing: A Parody,-14000000
12/9/2005,Brokeback Mountain,69143761
7/1/1995,Clueless,42898476
3/30/1990,Teenage Mutant Ninja Turtles,111135290
10/5/1956,The Ten Commandments,66500000
11/8/2002,Far From Heaven,2401849
10/12/2012,Seven Psychopaths,1524049
11/22/2000,Quills,-6439124
1/29/1982,The Border,-7381317
2/18/2005,Downfall,-7998060
3/2/2001,The Caveman's Valentine,-12812919
4/1/2011,The Last Godfather,-13235753
4/4/2014,Under the Skin,-10694961
12/17/2004,Mar adentro,-11213655
9/12/2014,No Good Deed,39343632
12/23/1987,Good Morning Vietnam,108650966
12/3/2010,Black Swan,93954678
1/12/2001,Save the Last Dance,78038276
2/9/2011,Justin Bieber: Never Say Never,60013910
2/11/2000,Snow Day,47008303
1/23/2004,The Butterfly Effect,44924679
12/11/1974,The Godfather: Part II,44300000
7/17/1987,RoboCop,38327050
8/19/1988,A Nightmare on Elm Street 4: The Dream Master,36369899
11/21/2007,This Christmas,36121934
2/14/2014,About Last Night,35637684
